Nome,tipo
TESTE ASSIN 7 DIAS                                                              ,0
TESTE NAO ASSINANTE                                                             ,0
NIL                                                                             ,0
TESTE                                                                           ,0
CANCELADO BARRA                                                                 ,0
WHYLGNER                                                                        ,0
JOAO TRICOLOR SPFC                                                              ,0
UNKOH                                                                           ,0
MONALYSA                                                                        ,0
FJDJFSJFJF                                                                      ,0
MDGJSALII                                                                       ,0
VERALENIA                                                                       ,0
PRI                                                                             ,0
LJFDLSAJFL                                                                      ,0
PALAS                                                                           ,0
TESTE TESTE E                                                                   ,0
LANUZA                                                                          ,0
TESTEEIJEIHEIJEIJ                                                               ,0
TESTE ASSINATURA SITE ASSINE NAO REGISTRAR                                      ,0
TESTE TESTE                                                                     ,0
TESTE                                                                           ,0
TESTE TESTE                                                                     ,0
TESTE                                                                           ,0
THAYNAH                                                                         ,0
TESTE                                                                           ,0
DEDA                                                                            ,0
FOCUS                                                                           ,0
PONTUAL                                                                         ,0
GUIZIN                                                                          ,0
GUI                                                                             ,0
MARIANABREZENDE                                                                 ,0
ADRIANASIVIERO                                                                  ,0
ALBEDUARDO                                                                      ,0
PRISICILA                                                                       ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE TESTE TESTE TESTEWEE                                                      ,0
TESTE BLINKS NAO REGISTRAR                                                      ,0
TESTE BLINKS NAO REGISTRAR                                                      ,0
GUETH                                                                           ,0
MEIRELYRA                                                                       ,0
TESTE                                                                           ,0
TESTE TESTE TES                                                                 ,0
TESTE                                                                           ,0
ELIZABETHBNOGUEIRA                                                              ,0
AUDIOLUIZ                                                                       ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TENILLEPRATES                                                                   ,0
LUISA LUISA                                                                     ,0
ANDROUIN                                                                        ,0
EU KERO                                                                         ,0
MEIRA MEIRA                                                                     ,0
EMISON                                                                          ,0
BEZERRA                                                                         ,0
FILOGUILHERME                                                                   ,0
GILMAX                                                                          ,0
BRAAWRODRIGUES                                                                  ,0
SGR                                                                             ,0
KEL                                                                             ,0
MARYANNE                                                                        ,0
XELATS                                                                          ,0
TOSROCHA                                                                        ,0
FER                                                                             ,0
JOSE JOSE                                                                       ,0
DARKO                                                                           ,0
SHAHIRA                                                                         ,0
OLINDIO                                                                         ,0
LFSAJC                                                                          ,0
MICHELINY                                                                       ,0
SANDROCUNHA                                                                     ,0
02360525786                                                                     ,0
JOSEAURIVANDO                                                                   ,0
TESTE TESTE EE                                                                  ,0
JODINALVA                                                                       ,0
TOCOXONONA                                                                      ,0
FABIANOS                                                                        ,0
MARCIS                                                                          ,0
LUIZHELLOVIEIRADASILVA                                                          ,0
ELYN                                                                            ,0
LEFEBR                                                                          ,0
RANYERI                                                                         ,0
ZAKI                                                                            ,0
PERISSE                                                                         ,0
FDFS                                                                            ,0
LJGJFLJG                                                                        ,0
JLL                                                                             ,0
BINA                                                                            ,0
APOSVALE                                                                        ,0
AMSAZEVEDO                                                                      ,0
CASSIOBARROS                                                                    ,0
PANCIARELLI                                                                     ,0
ANAFLORRJ                                                                       ,0
GUENTHER                                                                        ,0
AMILTONMCKB                                                                     ,0
PQ242001                                                                        ,0
MAURICIOCANNONE                                                                 ,0
WERNECKP                                                                        ,0
NAVARRO                                                                         ,0
RAPHA RAPHA                                                                     ,0
DZYNGIER                                                                        ,0
MAXX TRICOLOR                                                                   ,0
YOUVENDAS                                                                       ,0
ROZIMARY                                                                        ,0
AIERT                                                                           ,0
TRICOLORPR                                                                      ,0
BRAVIA                                                                          ,0
FABINHO                                                                         ,0
FLAMENGUISTA                                                                    ,0
MARCELOARARIPE                                                                  ,0
ELIABES                                                                         ,0
LUIZCOUTO                                                                       ,0
SDFJSLDKJG                                                                      ,0
DASFSD                                                                          ,0
JSFOHS                                                                          ,0
TESTE                                                                           ,0
KFLSFKSKDF                                                                      ,0
JL BALA DOIDA                                                                   ,0
TESTET                                                                          ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
ERWETWETWE                                                                      ,0
FSDGSDGDSG                                                                      ,0
ENTRELINHASCOMUNICACAO                                                          ,0
NFSDKJFHSDOUF                                                                   ,0
NAYSSA                                                                          ,0
04304367773                                                                     ,0
JAFE JAFE                                                                       ,0
B34                                                                             ,0
JONASVH                                                                         ,0
GLEIDI                                                                          ,0
ELLISE TESTE                                                                    ,0
BELTRANO TESTES                                                                 ,0
HIPERDANDAN                                                                     ,0
MAGNP                                                                           ,0
CHIFFOLEAU                                                                      ,0
MOJI MOJI                                                                       ,0
JXZFASJDFLSDJFLJZDLCFJZLD                                                       ,0
XAVIER                                                                          ,0
RODIMEA                                                                         ,0
LF GP                                                                           ,0
TESTELIANA                                                                      ,0
DAVID TESTE                                                                     ,0
TESTE INEXISTENTE                                                               ,0
KADJ                                                                            ,0
ERIVELTONFSILVA                                                                 ,0
TESTE TAPUME                                                                    ,0
TESTE TAPUME02                                                                  ,0
MIRIAM MIRIAM                                                                   ,0
DBF                                                                             ,0
MARIA MARIA                                                                     ,0
JUZE JUZE                                                                       ,0
DANIEL DANIEL                                                                   ,0
JOAO JOAO                                                                       ,0
MARCIO MARCIO                                                                   ,0
LUCIMARA LUCIMARA                                                               ,0
VINICIUS VINICIUS                                                               ,0
KENNER KENNER                                                                   ,0
NONONO NONONO                                                                   ,0
TAUANE TAUANE                                                                   ,0
RICHARD RICHARD                                                                 ,0
NATANY NATANY                                                                   ,0
LEANDRO LEANDRO                                                                 ,0
IVANILDA IVANILDA                                                               ,0
FLAVINHA FLAVINHA                                                               ,0
EDSON EDSON                                                                     ,0
EDSON EDSON                                                                     ,0
INGRID INGRID                                                                   ,0
JOAQUIM JOAQUIM                                                                 ,0
ROBINSON ROBINSON                                                               ,0
CAROLINE CAROLINE                                                               ,0
LUCIANA LUCIANA                                                                 ,0
MARCEL MARCEL                                                                   ,0
RODRIGO RODRIGO                                                                 ,0
PAULOFERNANDOGCR PAULOFERNANDOGCR                                               ,0
SUELLEN SUELLEN                                                                 ,0
SOPHIE SOPHIE                                                                   ,0
FELLIPE FELLIPE                                                                 ,0
ADOLFO ADOLFO                                                                   ,0
CARLOS CARLOS                                                                   ,0
DULCINEA DULCINEA                                                               ,0
JUREMA JUREMA                                                                   ,0
HELDER HELDER                                                                   ,0
OSORIO OSORIO                                                                   ,0
GILBERTO GILBERTO                                                               ,0
BRUNO BRUNO                                                                     ,0
RENATA RENATA                                                                   ,0
FABRICIO FABRICIO                                                               ,0
SIMOES SIMOES                                                                   ,0
BTN LM                                                                          ,0
FER FER                                                                         ,0
DAGGA DAGGA                                                                     ,0
RENE RENE                                                                       ,0
RENATO RENATO                                                                   ,0
MATHEUS MATHEUS                                                                 ,0
ANTONIO ANTONIO                                                                 ,0
TESTE FRAN                                                                      ,0
22JPN                                                                           ,0
GM1000                                                                          ,0
SERGIO GALO DOIDO                                                               ,0
NAIROKUBASKI                                                                    ,0
CARNEIRO                                                                        ,0
ROSSINE                                                                         ,0
RLAPITTA                                                                        ,0
HAWAIIAN                                                                        ,0
NICK                                                                            ,0
CRISTINALONTRA                                                                  ,0
POIS NAO                                                                        ,0
DELVAN                                                                          ,0
GABRIEL GABRIEL                                                                 ,0
DISHER                                                                          ,0
EDSO                                                                            ,0
INFOGLOBO                                                                       ,0
GERCIRA                                                                         ,0
JOAO DE TESTE                                                                   ,0
MARIA DE TESTE                                                                  ,0
PEDRO DE TESTE                                                                  ,0
JOAO DE TESTE                                                                   ,0
VITOR DE TESTE                                                                  ,0
TESTE DAVID INEXISTENTE                                                         ,0
TESTE LALALAJUIO NAO REGISTRAR                                                  ,0
TESTE LASIJ NAO REGISTRARR                                                      ,0
TESTE ALSDIJ S NAO REGUSTRAR                                                    ,0
TESTE FRAN NAO CADASTRAR                                                        ,0
TESTE NAO REGISTRAR LALALS                                                      ,0
BRM                                                                             ,0
RIBA                                                                            ,0
HMG TESTE                                                                       ,0
MILER                                                                           ,0
TESTE PAULA                                                                     ,0
ACDJALKDJS                                                                      ,0
TESTE FRAN 0403                                                                 ,0
ASDLASHDASKJDH                                                                  ,0
ADKJASDHKSAJDH                                                                  ,0
LUIZA TESTE UM DOIS TRES QUATRO                                                 ,0
HMG DA SILVA TESTE                                                              ,0
TESTE LOGIN                                                                     ,0
TESTE LOGIN                                                                     ,0
LUIZA TESTE PAULO UM DOIS TRES QUATRO                                           ,0
DANYELLA                                                                        ,0
GEOVANY                                                                         ,0
TESTE                                                                           ,0
TAUANE                                                                          ,0
TESTE CADA OG 001                                                               ,0
LOURIVELTO                                                                      ,0
CLAUDUA                                                                         ,0
OTACACCOSTA                                                                     ,0
ROJA                                                                            ,0
FERREIRA                                                                        ,0
ADENARIO                                                                        ,0
MATHIEU MATHIEU                                                                 ,0
LEANDRO LEANDRO                                                                 ,0
GABRIELA GABRIELA                                                               ,0
MARIO MARIO                                                                     ,0
RAQUELABEN RAQUELABEN                                                           ,0
AMADEU AMADEU                                                                   ,0
MARIANA MARIANA                                                                 ,0
PAULO PAULO                                                                     ,0
LUCIANO LUCIANO                                                                 ,0
HERBET HERBET                                                                   ,0
DANIELA DANIELA                                                                 ,0
LUCIENE LUCIENE                                                                 ,0
RAYANNE RAYANNE                                                                 ,0
MAUTA MAUTA                                                                     ,0
RINALDO RINALDO                                                                 ,0
FLAVIO FLAVIO                                                                   ,0
WALKER WALKER                                                                   ,0
MARCIA MARCIA                                                                   ,0
TAKAFUMI TAKAFUMI                                                               ,0
RODRIGO RODRIGO                                                                 ,0
RICARDO RICARDO                                                                 ,0
CASSIO CASSIO                                                                   ,0
RHUEBNER RHUEBNER                                                               ,0
PAULA PAULA                                                                     ,0
BENICIO BENICIO                                                                 ,0
VALDO VALDO                                                                     ,0
AMANDA AMANDA                                                                   ,0
RONALD RONALD                                                                   ,0
ENAELK ENAELK                                                                   ,0
CLEOCIANE CLEOCIANE                                                             ,0
LUIZ LUIZ                                                                       ,0
GABRIELA GABRIELA                                                               ,0
LUCIANA LUCIANA                                                                 ,0
DANILO DANILO                                                                   ,0
ANTONIO ANTONIO                                                                 ,0
LYSIEN LYSIEN                                                                   ,0
ALEX ALEX                                                                       ,0
BRUNO BRUNO                                                                     ,0
PATRICIA PATRICIA                                                               ,0
LUZIA LUZIA                                                                     ,0
THIAGO THIAGO                                                                   ,0
LEONEL LEONEL                                                                   ,0
FLAVIA FLAVIA                                                                   ,0
MARIA MARIA                                                                     ,0
THIAGO THIAGO                                                                   ,0
SHIRLENE SHIRLENE                                                               ,0
ROSANA ROSANA                                                                   ,0
ALEXANDRE ALEXANDRE                                                             ,0
CAROL CAROL                                                                     ,0
RAMON RAMON                                                                     ,0
JUCIMERE JUCIMERE                                                               ,0
MARIA MARIA                                                                     ,0
BEL BEL                                                                         ,0
GELSON GELSON                                                                   ,0
GUILHERME GUILHERME                                                             ,0
PATRICIA PATRICIA                                                               ,0
SILMA SILMA                                                                     ,0
PABLO PABLO                                                                     ,0
CLAUDIO CLAUDIO                                                                 ,0
VITOR VITOR                                                                     ,0
DIONIS DIONIS                                                                   ,0
SAMUEL SAMUEL                                                                   ,0
LUCIANA LUCIANA                                                                 ,0
GERHARDT GERHARDT                                                               ,0
ROGERIO ROGERIO                                                                 ,0
DEIZE DEIZE                                                                     ,0
PAULO PAULO                                                                     ,0
EDIANE EDIANE                                                                   ,0
LEILA LEILA                                                                     ,0
ERCILIO ERCILIO                                                                 ,0
THIAGO THIAGO                                                                   ,0
THAIS THAIS                                                                     ,0
RENATA RENATA                                                                   ,0
OTAVIO OTAVIO                                                                   ,0
CARLOS CARLOS                                                                   ,0
SERGIO SERGIO                                                                   ,0
HELLENN HELLENN                                                                 ,0
RODRIGO RODRIGO                                                                 ,0
GUILHERME GUILHERME                                                             ,0
GAMETTA GAMETTA                                                                 ,0
JOAO JOAO                                                                       ,0
KESLEY KESLEY                                                                   ,0
MARCOS MARCOS                                                                   ,0
CLAUDIA CLAUDIA                                                                 ,0
RIVAIL RIVAIL                                                                   ,0
HELIO HELIO                                                                     ,0
VITNEI VITNEI                                                                   ,0
MURILLO MURILLO                                                                 ,0
MONICA MONICA                                                                   ,0
SILVIO SILVIO                                                                   ,0
ROBERTO ROBERTO                                                                 ,0
DEBORAH DEBORAH                                                                 ,0
MIGUEL MIGUEL                                                                   ,0
RAFAEL RAFAEL                                                                   ,0
RAIMUNDO RAIMUNDO                                                               ,0
TEREZA TEREZA                                                                   ,0
MONICA MONICA                                                                   ,0
LUCIANO LUCIANO                                                                 ,0
DIOGO DIOGO                                                                     ,0
POLLYANA POLLYANA                                                               ,0
WILLIAN WILLIAN                                                                 ,0
THEREZA THEREZA                                                                 ,0
JOSE JOSE                                                                       ,0
MAGNA MAGNA                                                                     ,0
ADEMIR ADEMIR                                                                   ,0
BIAMEDEIROS BIAMEDEIROS                                                         ,0
FREDERICO FREDERICO                                                             ,0
CLAUDIONEY CLAUDIONEY                                                           ,0
GLERIVAN                                                                        ,0
MARCELDEVEZA                                                                    ,0
WLSANTOS                                                                        ,0
MALI                                                                            ,0
DANIELLEDIASCONTE                                                               ,0
BLCOSTA                                                                         ,0
ERIKAERODRIGO                                                                   ,0
LYLITE                                                                          ,0
11101655798                                                                     ,0
NATANY                                                                          ,0
FAMOURA                                                                         ,0
AJALMEIDA                                                                       ,0
MATHIEU                                                                         ,0
DAGNY MARGRETHE NOME                                                            ,0
DEUBER                                                                          ,0
VERAMAIA                                                                        ,0
JEISIANE                                                                        ,0
SIRLEIDA                                                                        ,0
EDINOALDO                                                                       ,0
BRIDIANE                                                                        ,0
TESTE                                                                           ,0
CHAYANE                                                                         ,0
HENDRIGO                                                                        ,0
LISLE                                                                           ,0
WILLIAMES CHACAL                                                                ,0
SOFONIAS                                                                        ,0
MADLYN                                                                          ,0
KALYNE                                                                          ,0
MAUROK                                                                          ,0
SUNIL                                                                           ,0
ART ART                                                                         ,0
ROBSONT                                                                         ,0
GREIZIANE                                                                       ,0
MARCELOCASTRO                                                                   ,0
ISLANIA                                                                         ,0
JPSE                                                                            ,0
TAMBORELLIJR                                                                    ,0
TIM                                                                             ,0
KASUE                                                                           ,0
ANDRADE                                                                         ,0
MAZDA                                                                           ,0
MARCELO MARCELO                                                                 ,0
JON                                                                             ,0
GIZONITA                                                                        ,0
AFAJU                                                                           ,0
KEILIENE                                                                        ,0
CAMEST                                                                          ,0
BERTINE                                                                         ,0
VITOR VITOR                                                                     ,0
APPAI                                                                           ,0
COOPOLO                                                                         ,0
SAGAP                                                                           ,0
GRSA                                                                            ,0
E                                                                               ,0
DUETTO                                                                          ,0
NIKEM                                                                           ,0
KRRTAVARES                                                                      ,0
EMIRATES                                                                        ,0
MERCOLUX                                                                        ,0
CONFIATEC                                                                       ,0
CEFAVS                                                                          ,0
SINPERJ                                                                         ,0
IDEIAS                                                                          ,0
ABRAFIDEF                                                                       ,0
COTACOM                                                                         ,0
CABSINACO                                                                       ,0
CTDA                                                                            ,0
EQUIPALOJA                                                                      ,0
SPOLETO                                                                         ,0
SINTAPI                                                                         ,0
BONDCAR                                                                         ,0
COBAPEC                                                                         ,0
02926903715 X                                                                   ,0
LIVORNO                                                                         ,0
ASSTERJ                                                                         ,0
HNS 2000                                                                        ,0
GRIPPON                                                                         ,0
HFX                                                                             ,0
COOPERFORTE                                                                     ,0
CONSTRUFORT                                                                     ,0
IBRATEC                                                                         ,0
FINISH                                                                          ,0
NACODES                                                                         ,0
ASERP                                                                           ,0
NAILZ                                                                           ,0
AACD                                                                            ,0
ALMACO                                                                          ,0
COOTRAB                                                                         ,0
FIGSERVICE                                                                      ,0
PREZUNIC                                                                        ,0
02655805000107                                                                  ,0
14958343792 X                                                                   ,0
LOIZ LOIZ                                                                       ,0
MARI MARI                                                                       ,0
ANONIMO ANONIMO                                                                 ,0
00140785701 X                                                                   ,0
0 X                                                                             ,0
VERISYS                                                                         ,0
INATIVO                                                                         ,0
LANGERCOOP                                                                      ,0
CMAD                                                                            ,0
COOPPEL                                                                         ,0
CLAUDUA CLAUDUA                                                                 ,0
MARYZAH                                                                         ,0
DEBORA DEBORA                                                                   ,0
CINARA CINARA                                                                   ,0
CHICA CHICA                                                                     ,0
LARISSA LARISSA                                                                 ,0
JULIO JULIO                                                                     ,0
PATRICIA PATRICIA                                                               ,0
JULIANA JULIANA                                                                 ,0
CACILDA CACILDA                                                                 ,0
EPS EPS                                                                         ,0
EDWALDO EDWALDO                                                                 ,0
GILSELMO GILSELMO                                                               ,0
RICARDO RICARDO                                                                 ,0
TEIVERSON TEIVERSON                                                             ,0
TAMIRES TAMIRES                                                                 ,0
MEIRI MEIRI                                                                     ,0
BRUNOSTEFFEN BRUNOSTEFFEN                                                       ,0
RAQUEL RAQUEL                                                                   ,0
LEANDRO LEANDRO                                                                 ,0
BRIDIANE BRIDIANE                                                               ,0
WILLIAM WILLIAM                                                                 ,0
ADELIA ADELIA                                                                   ,0
DAVID DAVID                                                                     ,0
PAULO PAULO                                                                     ,0
SAVIO SAVIO                                                                     ,0
CAMILA CAMILA                                                                   ,0
ERICA ERICA                                                                     ,0
LUANA LUANA                                                                     ,0
TAYNARA TAYNARA                                                                 ,0
CLEANE CLEANE                                                                   ,0
VITOR VITOR                                                                     ,0
JESSICA JESSICA                                                                 ,0
MATHEUS MATHEUS                                                                 ,0
DIONI DIONI                                                                     ,0
EQLBRIO EQLBRIO                                                                 ,0
BIANCA BIANCA                                                                   ,0
LANUSSE LANUSSE                                                                 ,0
MAYRA MAYRA                                                                     ,0
ANTONIO ANTONIO                                                                 ,0
THIAGO THIAGO                                                                   ,0
JENNIFER JENNIFER                                                               ,0
BEATRIZ BEATRIZ                                                                 ,0
EUNICE EUNICE                                                                   ,0
WANESSA WANESSA                                                                 ,0
ALEFF ALEFF                                                                     ,0
SARAH SARAH                                                                     ,0
INGRID INGRID                                                                   ,0
ALESSANDRA ALESSANDRA                                                           ,0
ROSANA ROSANA                                                                   ,0
CHAYANE CHAYANE                                                                 ,0
BEATRIZ BEATRIZ                                                                 ,0
SAMIA SAMIA                                                                     ,0
DEBORA DEBORA                                                                   ,0
GUSTAVO GUSTAVO                                                                 ,0
LISLE LISLE                                                                     ,0
TATIANE TATIANE                                                                 ,0
LUANA LUANA                                                                     ,0
EVANGELISTA EVANGELISTA                                                         ,0
LUCIANABASILI LUCIANABASILI                                                     ,0
MELISSA MELISSA                                                                 ,0
JANAINA JANAINA                                                                 ,0
MIQUEIAS MIQUEIAS                                                               ,0
JEAN JEAN                                                                       ,0
JULIANA JULIANA                                                                 ,0
SOFONIAS SOFONIAS                                                               ,0
SABRINA SABRINA                                                                 ,0
ALEX ALEX                                                                       ,0
